IDName,Sample_related,NewPop,OrderPop,Full.Population.Name,Year.Collected,Clone.ID.2018,Tide,TideCode,Collector,Longitude,Latitude,X,Y,aagx030,aag004,m49,aagx012,aag002,atg002,aagx051,aagx071,m13,m16,aagx030.1,aagx030.2,aag004.1,aag004.2,m49.1,m49.2,aagx012.1,aagx012.2,aag002.1,aag002.2,atg002.1,atg002.2,aagx051.1,aagx051.2,aagx071.1,aagx071.2,m13.1,m13.2,m16.1,m16.2
TC_01,A2_2A01,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53986667,39.52273333,195707.7737,4380773.649,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_03,A2_2A03,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53953333,39.52273333,195736.4351,4380772.521,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_06,A2_2A06,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53935,39.52288333,195752.8537,4380788.554,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_07,A2_2A07,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53928333,39.52288333,195758.5862,4380788.328,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_09,A2_2A09,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53931667,39.52296667,195756.0837,4380797.694,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_10,A2_2A10,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53905,39.52286667,195778.5756,4380785.689,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_11,A2_2A11,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53901667,39.52285,195781.3686,4380783.726,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_12,A2_2A12,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53886667,39.52283333,195794.1931,4380781.367,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_13,A2_2A13,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.5388,39.52281667,195799.8527,4380779.292,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_14,A2_2A14,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53868333,39.52283333,195809.9571,4380780.747,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_15,A2_2A15,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53871667,39.52291667,195807.4545,4380790.112,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_16,A2_2A16,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53863333,39.52308333,195815.3485,4380808.333,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_17,A2_2A17,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53866667,39.523,195812.1177,4380799.194,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_19,A2_2A19,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53855,39.52313333,195822.7318,4380813.602,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_22,A2_2A22,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53823333,39.52323333,195850.3966,4380823.633,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_23,A2_2A23,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53813333,39.52316667,195858.7035,4380815.894,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_24,A2_2A24,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53801667,39.52326667,195869.171,4380826.601,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_25,A2_2A25,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53805,39.5234,195866.8877,4380841.517,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_26,A2_2A26,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53795,39.52346667,195875.7771,4380848.58,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_28,A2_2A28,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53811667,39.52381667,195862.9756,4380888.001,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_29,A2_2A29,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53826667,39.52376667,195849.86,4380882.958,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
TC_30,A2_2A30,TC,1,Town Creek,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.53851667,39.52371667,195828.1462,4380878.253,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
PR_01,A1_1A01,PR,2,Purslane Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.46403333,39.53466667,202279.1007,4381844.556,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
PR_02,A1_1A02,PR,2,Purslane Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.46398333,39.53475,202283.7555,4381853.642,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
PR_03,A1_1A03,PR,2,Purslane Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.46376667,39.53498333,202303.379,4381878.829,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
PR_04,A1_1A04,PR,2,Purslane Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.46371667,39.53503333,202307.8911,4381884.214,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
PR_05,A1_1A05,PR,2,Purslane Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.46366667,39.53503333,202312.1894,4381884.049,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
PR_06,A1_1A06,PR,2,Purslane Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.46376667,39.53463333,202301.8818,4381839.972,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
PR_07,A1_1A07,PR,2,Purslane Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.46391667,39.5346,202288.8443,4381836.768,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
PR_08,A1_1A08,PR,2,Purslane Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.463958,39.53445,202284.6497,4381820.252,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
PR_10,A1_1A10,PR,2,Purslane Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.46415,39.53421667,202267.1459,4381794.984,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
PR_11,A1_1A11,PR,2,Purslane Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.46408333,39.53408333,202272.3069,4381779.96,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
PR_13,A1_1A13,PR,2,Purslane Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.464037,39.533986,202275.8734,4381769.001,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
PR_14,A1_1A14,PR,2,Purslane Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.4641,39.53395,202270.3035,4381765.212,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
PR_15,A1_1A15,PR,2,Purslane Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.463933,39.53353483,202282.8841,4381718.567,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
PR_16,A1_1A16,PR,2,Purslane Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.46408333,39.53336667,202269.2412,4381700.396,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
PR_17,A1_1A17,PR,2,Purslane Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.464,39.5333,202276.1197,4381692.718,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
PR_20,A1_1A20,PR,2,Purslane Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.46393333,39.53365,202283.3483,4381731.354,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
PR_21,A1_1A21,PR,2,Purslane Run,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.46395,39.53433333,202284.8383,4381807.273,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_02,B2_2B02,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38478333,39.62408333,209465.9647,4391511.995,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_03,B2_2B03,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38486667,39.62421667,209459.368,4391527.069,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_04,B2_2B04,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38483333,39.62398333,209461.2533,4391501.055,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_05,B2_2B05,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.3848,39.6239,209463.7658,4391491.696,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_06,B2_2B06,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38388333,39.62453333,209545.1174,4391559.04,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_10,B2_2B10,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38346667,39.62261667,209572.8661,4391344.905,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_12,B2_2B12,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38345,39.62235,209573.1811,4391315.245,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_13,B2_2B13,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38341667,39.62218333,209575.345,4391296.634,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_14,B2_2B14,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38328333,39.62208333,209586.3746,4391285.1,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_16,B2_2B16,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38333333,39.62201667,209581.8027,4391277.861,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_18,B2_2B18,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38321667,39.62183333,209591.0514,4391257.129,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_19,B2_2B19,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38295,39.62165,209613.1796,4391235.913,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_20,B2_2B20,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38298333,39.62155,209609.8995,4391224.919,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_22,B2_2B22,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38268333,39.62146667,209635.3079,4391214.697,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_24,B2_2B24,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38271667,39.62123333,209631.469,4391188.899,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_25,B2_2B25,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38256667,39.62118333,209644.1384,4391182.863,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_26,B2_2B26,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38256667,39.62106667,209643.6502,4391169.912,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_27,B2_2B27,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38245,39.62105,209653.5975,4391167.683,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_28,B2_2B28,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.3824,39.62093333,209657.4022,4391154.569,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_29,B2_2B29,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38223333,39.62083333,209671.2937,4391142.928,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC1_30,B2_2B30,FMC1,3,Fifteen Mile Creek Upriver,2011,199,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.38241667,39.62075,209655.2038,4391134.27,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC2_01,TO_Tour01,FMC2,4,Fifteenmile Creek Down River,2007,199,NonTidal,AA,Lloyd & Burnett,-78.38331,39.62851,209610.9861,4391998.672,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC2_04,TO_Tour04,FMC2,4,Fifteenmile Creek Down River,2007,199,NonTidal,AA,Lloyd & Burnett,-78.38294,39.62862,209643.2105,4392009.686,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC2_06,TO_Tour06,FMC2,4,Fifteenmile Creek Down River,2007,199,NonTidal,AA,Lloyd & Burnett,-78.38277,39.62878,209658.4744,4392026.899,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC2_08,TO_Tour08,FMC2,4,Fifteenmile Creek Down River,2007,199,NonTidal,AA,Lloyd & Burnett,-78.38264,39.62892,209670.2206,4392042.021,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC2_09,TO_Tour09,FMC2,4,Fifteenmile Creek Down River,2007,199,NonTidal,AA,Lloyd & Burnett,-78.38257,39.62896,209676.3974,4392046.235,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC2_10,TO_Tour10,FMC2,4,Fifteenmile Creek Down River,2007,199,NonTidal,AA,Lloyd & Burnett,-78.3825,39.62902,209682.6579,4392052.67,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC2_11,TO_Tour11,FMC2,4,Fifteenmile Creek Down River,2007,199,NonTidal,AA,Lloyd & Burnett,-78.38245,39.62909,209687.2432,4392060.279,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC2_12,TO_Tour12,FMC2,4,Fifteenmile Creek Down River,2007,199,NonTidal,AA,Lloyd & Burnett,-78.38235,39.62913,209695.9954,4392064.397,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,263,187,187
FMC2_13,TO_Tour13,FMC2,4,Fifteenmile Creek Down River,2007,199,NonTidal,AA,Lloyd & Burnett,-78.38226,39.6292,209704.0147,4392071.877,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC2_14,TO_Tour14,FMC2,4,Fifteenmile Creek Down River,2007,199,NonTidal,AA,Lloyd & Burnett,-78.38222,39.62925,209707.6578,4392077.298,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
FMC2_15,TO_Tour15,FMC2,4,Fifteenmile Creek Down River,2007,199,NonTidal,AA,Lloyd & Burnett,-78.38215,39.62925,209713.6672,4392077.072,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SHC_16,TU_Tour16,SHC,5,Sideling Hill Creek,2007,199,NonTidal,AA,Lloyd & Burnett,-78.32337,39.63399,214779.2556,4392414.746,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SHC_17,TU_Tour17,SHC,5,Sideling Hill Creek,2007,199,NonTidal,AA,Lloyd & Burnett,-78.32337,39.63399,214779.2556,4392414.746,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SHC_19,TU_Tour19,SHC,5,Sideling Hill Creek,2007,199,NonTidal,AA,Lloyd & Burnett,-78.32271,39.63382,214835.2116,4392393.775,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SHC_20,TU_Tour20,SHC,5,Sideling Hill Creek,2007,199,NonTidal,AA,Lloyd & Burnett,-78.32262,39.63386,214843.1017,4392397.929,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SHC_22,TU_Tour22,SHC,5,Sideling Hill Creek,2007,199,NonTidal,AA,Lloyd & Burnett,-78.32229,39.63382,214871.2648,4392392.439,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SHC_23,TU_Tour23,SHC,5,Sideling Hill Creek,2007,199,NonTidal,AA,Lloyd & Burnett,-78.32213,39.6338,214884.9171,4392389.711,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SHC_25,TU_Tour25,SHC,5,Sideling Hill Creek,2007,199,NonTidal,AA,Lloyd & Burnett,-78.32185,39.63382,214909.0348,4392391.041,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SHC_26,TU_Tour26,SHC,5,Sideling Hill Creek,2007,199,NonTidal,AA,Lloyd & Burnett,-78.32162,39.63381,214928.7372,4392389.2,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
SHC_27,TU_Tour27,SHC,5,Sideling Hill Creek,2007,199,NonTidal,AA,Lloyd & Burnett,-78.32147,39.63377,214941.4489,4392384.282,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,233,263,271,187,187
