IDName,Sample_related,NewPop,OrderPop,Full.Population.Name,Year.Collected,Clone.ID.2018,Tide,TideCode,Collector,Longitude,Latitude,X,Y,aagx030,aag004,m49,aagx012,aag002,atg002,aagx051,aagx071,m13,m16,aagx030.1,aagx030.2,aag004.1,aag004.2,m49.1,m49.2,aagx012.1,aagx012.2,aag002.1,aag002.2,atg002.1,atg002.2,aagx051.1,aagx051.2,aagx071.1,aagx071.2,m13.1,m13.2,m16.1,m16.2
PL_23,PL_PL23,PL,24,Pennyfield Lock,2007,266,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.2866,39.05166,302132.4121,4324997.632,159:159,391:394,168:168,202:202,322:325,154:157,178:181,230:230,266:271,187:187,159,159,391,394,168,168,202,202,322,325,154,157,178,181,230,230,266,271,187,187
PL_24,PL_PL24,PL,24,Pennyfield Lock,2007,266,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.28643,39.05157,302146.8731,4324987.273,159:159,391:394,168:168,202:202,322:325,154:157,178:181,230:230,266:271,187:187,159,159,391,394,168,168,202,202,322,325,154,157,178,181,230,230,266,271,187,187
PL_25,PL_PL25,PL,24,Pennyfield Lock,2007,266,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.28627,39.0515,302160.5246,4324979.155,159:159,391:394,168:168,202:202,322:325,154:157,178:181,230:230,266:271,187:187,159,159,391,394,168,168,202,202,322,325,154,157,178,181,230,230,266,271,187,187
PL_26,PL_PL26,PL,24,Pennyfield Lock,2007,266,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.28606,39.05144,302178.5312,4324972.038,159:159,391:394,168:168,202:202,322:325,154:157,178:181,230:230,266:271,187:187,159,159,391,394,168,168,202,202,322,325,154,157,178,181,230,230,266,271,187,187
PL_27,PL_PL27,PL,24,Pennyfield Lock,2007,266,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.28591,39.05138,302191.3453,4324965.052,159:159,391:394,168:168,202:202,322:325,154:157,178:181,230:230,266:271,187:187,159,159,391,394,168,168,202,202,322,325,154,157,178,181,230,230,266,271,187,187
PL_28,PL_PL28,PL,24,Pennyfield Lock,2007,266,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.28578,39.05137,302202.568,4324963.66,159:159,391:394,168:168,202:202,322:325,154:157,178:181,230:230,266:271,187:187,159,159,391,394,168,168,202,202,322,325,154,157,178,181,230,230,266,271,187,187
PL_29,PL_PL29,PL,24,Pennyfield Lock,2007,266,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.28567,39.05116,302211.5017,4324940.112,159:159,391:394,168:168,202:202,322:325,154:157,178:181,230:230,266:271,187:187,159,159,391,394,168,168,202,202,322,325,154,157,178,181,230,230,266,271,187,187
PL_30,PL_PL30,PL,24,Pennyfield Lock,2007,266,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.28555,39.05107,302221.6357,4324929.862,159:159,391:394,168:168,202:202,322:325,154:157,178:181,230:230,266:271,187:187,159,159,391,394,168,168,202,202,322,325,154,157,178,181,230,230,266,271,187,187
MF_23,D2_2D23,MF,10,McCoys Ferry,2011,267,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.96673333,39.6088,245299.821,4388545.399,159:159,376:376,168:180,202:202,319:325,151:151,175:184,224:224,263:271,187:187,159,159,376,376,168,180,202,202,319,325,151,151,175,184,224,224,263,271,187,187
MF_24,D2_2D24,MF,10,McCoys Ferry,2011,267,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.96668333,39.6088,245304.1144,4388545.257,159:159,376:376,168:180,202:202,319:325,151:151,175:184,224:224,263:271,187:187,159,159,376,376,168,180,202,202,319,325,151,151,175,184,224,224,263,271,187,187
MF_26,D2_2D26,MF,10,McCoys Ferry,2011,268,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.9665,39.60891667,245320.2842,4388557.688,159:159,376:394,168:168,202:202,322:325,154:157,184:184,230:233,266:271,187:187,159,159,376,394,168,168,202,202,322,325,154,157,184,184,230,233,266,271,187,187
WSP1_P03,WP_WSP1_P03,WSP1,11,Williamsport Upriver,2007,270,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.830192,39.602929,257003.4796,4387515.217,159:159,394:394,168:168,202:202,322:322,151:157,181:184,224:230,266:271,187:187,159,159,394,394,168,168,202,202,322,322,151,157,181,184,224,230,266,271,187,187
WSP1_01,WP_WSP1_01,WSP1,11,Williamsport Upriver,2007,271,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.830299,39.603002,256994.5467,4387523.61,159:159,391:391,168:168,202:202,322:325,151:157,181:190,230:233,263:266,187:187,159,159,391,391,168,168,202,202,322,325,151,157,181,190,230,233,263,266,187,187
WSP1_02,WP_WSP1_02,WSP1,11,Williamsport Upriver,2007,271,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.830032,39.602734,257016.537,4387493.138,159:159,391:391,168:168,202:202,322:325,151:157,181:190,230:233,263:266,187:187,159,159,391,391,168,168,202,202,322,325,151,157,181,190,230,233,263,266,187,187
WSP1_03,WP_WSP1_03,WSP1,11,Williamsport Upriver,2007,272,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.830371,39.603095,256988.6893,4387534.129,159:159,391:391,168:168,202:202,322:325,154:154,178:187,230:233,266:271,187:187,159,159,391,391,168,168,202,202,322,325,154,154,178,187,230,233,266,271,187,187
WSP1_08,WP_WSP1_08,WSP1,11,Williamsport Upriver,2007,273,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.830723,39.603433,256959.6452,4387572.602,159:159,376:391,168:180,202:202,322:328,151:157,178:181,230:230,263:271,187:187,159,159,376,391,168,180,202,202,322,328,151,157,178,181,230,230,263,271,187,187
WSP1_09,WP_WSP1_09,WSP1,11,Williamsport Upriver,2007,274,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.830973,39.603652,256938.9437,4387597.59,159:159,391:391,180:180,202:202,319:319,151:157,184:184,224:233,271:271,187:187,159,159,391,391,180,180,202,202,319,319,151,157,184,184,224,233,271,271,187,187
WSP1_10,WP_WSP1_10,WSP1,11,Williamsport Upriver,2007,275,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.831056,39.603774,256932.2434,4387611.358,159:159,391:394,168:168,202:211,322:322,154:157,178:184,224:230,263:266,187:187,159,159,391,394,168,168,202,211,322,322,154,157,178,184,224,230,263,266,187,187
WSP1_12,WP_WSP1_12,WSP1,11,Williamsport Upriver,2007,276,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.831205,39.603923,256919.97,4387628.301,159:159,394:394,168:168,202:202,,154:154,184:184,224:230,271:271,187:187,159,159,394,394,168,168,202,202,,,154,154,184,184,224,230,271,271,187,187
WSP1_15,WP_WSP1_15,WSP1,11,Williamsport Upriver,2007,278,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.832322,39.604827,256827.2175,4387731.677,159:159,391:391,168:180,202:202,322:325,151:154,178:184,230:233,263:266,187:187,159,159,391,391,168,180,202,202,322,325,151,154,178,184,230,233,263,266,187,187
WF2_19,H2_2H19,WF2,21,Whites Ferry 2011,2011,278,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.52016333,39.15385,282233.6343,4336874.743,159:159,391:391,168:180,202:202,322:325,151:154,178:184,230:233,263:266,187:187,159,159,391,391,168,180,202,202,322,325,151,154,178,184,230,233,263,266,187,187
WSP1_16,WP_WSP1_16,WSP1,11,Williamsport Upriver,2007,279,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.832576,39.605107,256806.387,4387763.447,159:159,376:391,168:168,202:202,322:325,151:151,178:190,230:230,263:271,187:187,159,159,376,391,168,168,202,202,322,325,151,151,178,190,230,230,263,271,187,187
WSP1_17,WP_WSP1_17,WSP1,11,Williamsport Upriver,2007,280,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.832769,39.605282,256790.427,4387783.397,159:159,376:376,168:168,202:202,319:325,151:157,178:178,230:230,271:271,187:187,159,159,376,376,168,168,202,202,319,325,151,157,178,178,230,230,271,271,187,187
WSP1_19,WP_WSP1_19,WSP1,11,Williamsport Upriver,2007,281,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.833719,39.6063,256712.4175,4387898.977,159:159,391:391,168:168,202:202,319:322,154:157,184:184,230:233,266:271,187:187,159,159,391,391,168,168,202,202,319,322,154,157,184,184,230,233,266,271,187,187
WSP1_20,WP_WSP1_20,WSP1,11,Williamsport Upriver,2007,282,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.833819,39.606391,256704.1495,4387909.35,159:159,376:376,168:168,202:202,322:325,154:157,181:184,224:230,263:266,187:187,159,159,376,376,168,168,202,202,322,325,154,157,181,184,224,230,263,266,187,187
WSP2_01,E2_2EE01,WSP2,12,Williamsport Down River,2011,283,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.829495,39.601806,257059.4047,4387388.669,159:159,388:388,168:168,202:211,319:319,154:154,184:184,224:233,271:271,187:187,159,159,388,388,168,168,202,211,319,319,154,154,184,184,224,233,271,271,187,187
WSP2_03,E2_2EE03,WSP2,12,Williamsport Down River,2011,284,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.82941667,39.6015,257065.061,4387354.489,159:159,376:388,168:168,202:202,322:325,151:154,175:175,224:236,263:271,187:187,159,159,376,388,168,168,202,202,322,325,151,154,175,175,224,236,263,271,187,187
WSP2_04,E2_2EE04,WSP2,12,Williamsport Down River,2011,285,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.82946667,39.60165,257061.2919,4387371.275,156:159,391:394,168:180,202:202,319:325,147:154,178:184,230:233,271:271,187:187,156,159,391,394,168,180,202,202,319,325,147,154,178,184,230,233,271,271,187,187
WSP2_06,E2_2EE06,WSP2,12,Williamsport Down River,2011,286,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.82946667,39.60193333,257062.2828,4387402.727,159:159,376:391,168:180,202:202,322:325,151:154,184:184,233:233,271:271,187:187,159,159,376,391,168,180,202,202,322,325,151,154,184,184,233,233,271,271,187,187
WSP2_07,E2_2EE07,WSP2,12,Williamsport Down River,2011,287,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.82956667,39.60198333,257053.8704,4387408.548,159:159,376:376,168:180,202:202,325:325,151:157,190:190,224:224,263:271,187:187,159,159,376,376,168,180,202,202,325,325,151,157,190,190,224,224,263,271,187,187
WSP2_08,E2_2EE08,WSP2,12,Williamsport Down River,2011,288,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.82966667,39.60205,257045.5163,4387416.22,159:159,376:376,168:180,202:202,322:325,151:157,184:190,224:233,271:271,187:187,159,159,376,376,168,180,202,202,322,325,151,157,184,190,224,233,271,271,187,187
WSP2_10,E2_2EE10,WSP2,12,Williamsport Down River,2011,289,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.829747,39.602183,257039.0833,4387431.201,159:159,376:394,168:180,202:202,322:325,151:157,178:181,230:233,260:263,187:187,159,159,376,394,168,180,202,202,322,325,151,157,178,181,230,233,260,263,187,187
WSP2_11,E2_2EE11,WSP2,12,Williamsport Down River,2011,290,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.8298,39.6023,257034.9413,4387444.332,159:159,391:391,168:168,202:202,325:325,151:154,175:181,230:230,271:274,187:187,159,159,391,391,168,168,202,202,325,325,151,154,175,181,230,230,271,274,187,187
WSP2_14,E2_2EE14,WSP2,12,Williamsport Down River,2011,291,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.83,39.60265,257018.9911,4387483.726,159:159,391:391,168:168,202:202,319:325,151:157,178:190,230:233,271:271,187:187,159,159,391,391,168,168,202,202,319,325,151,157,178,190,230,233,271,271,187,187
WSP2_19,E2_2EE19,WSP2,12,Williamsport Down River,2011,292,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.83018333,39.60293333,257004.2393,4387515.674,159:159,376:391,168:180,202:202,319:325,151:157,184:184,233:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,184,233,233,263,271,187,187
SJR_18,B1_1B18,SJR,6,Sir Johns Run,2011,293,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-78.24256667,39.64973333,221778.5996,4393908.724,159:159,391:391,168:180,202:202,319:325,151:157,184:190,224:233,271:271,187:187,159,159,391,391,168,180,202,202,319,325,151,157,184,190,224,233,271,271,187,187
WSP2_21,E2_2EE21,WSP2,12,Williamsport Down River,2011,294,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.83038333,39.60315,256987.823,4387540.268,159:159,376:376,168:180,202:202,325:325,157:160,175:184,230:233,263:263,187:187,159,159,376,376,168,180,202,202,325,325,157,160,175,184,230,233,263,263,187,187
WSP2_24,E2_2EE24,WSP2,12,Williamsport Down River,2011,295,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.83071667,39.60335,256959.8983,4387563.372,159:159,391:391,168:168,202:202,319:325,151:151,175:184,233:233,263:271,187:187,159,159,391,391,168,168,202,202,319,325,151,151,175,184,233,233,263,271,187,187
WSP2_27,E2_2EE27,WSP2,12,Williamsport Down River,2011,296,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.831136,39.603794,256925.4437,4387613.794,159:159,376:391,168:168,202:202,325:325,154:154,181:184,224:230,263:271,187:187,159,159,376,391,168,168,202,202,325,325,154,154,181,184,224,230,263,271,187,187
WSP2_28,E2_2EE28,WSP2,12,Williamsport Down River,2011,297,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.8311577,39.60385,256923.7763,4387620.07,159:159,391:394,159:159,202:202,322:325,154:157,181:184,230:230,266:266,187:187,159,159,391,394,159,159,202,202,322,325,154,157,181,184,230,230,266,266,187,187
WSP2_29,E2_2EE29,WSP2,12,Williamsport Down River,2011,298,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.831237,39.603935,256917.2642,4387629.72,156:159,391:394,168:168,202:202,319:319,151:154,181:184,224:230,271:271,187:187,156,159,391,394,168,168,202,202,319,319,151,154,181,184,224,230,271,271,187,187
WSP2_30,E2_2EE30,WSP2,12,Williamsport Down River,2011,299,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.831366,39.60402,256906.4844,4387639.505,159:159,376:391,168:168,202:202,322:325,154:157,184:184,230:233,266:271,187:187,159,159,376,391,168,168,202,202,322,325,154,157,184,184,230,233,266,271,187,187
OJ_07,D1_1D07,OJ,13,Opequon Creek,2011,300,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.8592,39.51553333,254203.9107,4377892.493,159:159,376:391,168:168,202:202,319:325,157:157,178:184,230:233,271:271,187:187,159,159,376,391,168,168,202,202,319,325,157,157,178,184,230,233,271,271,187,187
OJ_12,D1_1D12,OJ,13,Opequon Creek,2011,301,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.8576,39.51566667,254341.9495,4377902.924,159:159,376:391,168:168,202:202,322:322,157:157,184:184,224:233,263:263,187:187,159,159,376,391,168,168,202,202,322,322,157,157,184,184,224,233,263,263,187,187
TL_02,E1_1EE02,TL,14,Taylors Landing,2011,302,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.76848333,39.49923333,261948.0478,4375839.17,146:159,391:394,168:168,202:202,322:325,154:157,184:184,230:233,266:271,187:187,146,159,391,394,168,168,202,202,322,325,154,157,184,184,230,233,266,271,187,187
TL_03,E1_1EE03,TL,14,Taylors Landing,2011,303,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.76928333,39.49955,261880.3299,4375876.438,159:159,376:391,168:180,202:202,325:325,151:154,178:184,224:230,271:271,187:187,159,159,376,391,168,180,202,202,325,325,151,154,178,184,224,230,271,271,187,187
TL_04,E1_1EE04,TL,14,Taylors Landing,2011,304,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.768332,39.499141,261960.7469,4375828.52,159:159,376:376,,202:202,319:319,151:157,184:184,233:233,271:271,187:187,159,159,376,376,,,202,202,319,319,151,157,184,184,233,233,271,271,187,187
SL_07,E1_1EE07,SL,15,Snyders Landing,2011,305,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.77823333,39.465,260992.2996,4372064.917,159:159,376:391,168:180,202:202,325:325,151:154,184:190,230:233,271:271,187:187,159,159,376,391,168,180,202,202,325,325,151,154,184,190,230,233,271,271,187,187
SL_08,E1_1EE08,SL,15,Snyders Landing,2011,306,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.77867,39.465333,260955.8681,4372103.041,159:159,376:391,168:180,202:202,319:325,151:157,184:193,230:233,271:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,193,230,233,271,271,187,187
SL_09,E1_1EE09,SL,15,Snyders Landing,2011,307,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.778555,39.46529,260965.6156,4372097.963,159:159,391:391,168:180,202:204,325:325,151:154,178:184,224:230,263:271,187:187,159,159,391,391,168,180,202,204,325,325,151,154,178,184,224,230,263,271,187,187
SL_10,E1_1EE10,SL,15,Snyders Landing,2011,308,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.77825,39.46526667,260991.7784,4372094.563,159:159,376:391,168:168,202:202,319:325,154:157,178:184,230:233,271:271,187:187,159,159,376,391,168,168,202,202,319,325,154,157,178,184,230,233,271,271,187,187
SL_11,E1_1EE11,SL,15,Snyders Landing,2011,309,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.77818333,39.46515,260997.1153,4372081.435,159:159,376:391,171:180,202:202,322:328,154:157,184:184,224:233,269:271,187:187,159,159,376,391,171,180,202,202,322,328,154,157,184,184,224,233,269,271,187,187
SL_12,E1_1EE12,SL,15,Snyders Landing,2011,310,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.778117,39.465073,261002.5588,4372072.712,146:159,391:391,168:180,202:202,319:325,154:157,184:184,224:233,271:271,187:187,146,159,391,391,168,180,202,202,319,325,154,157,184,184,224,233,271,271,187,187
SL_13,E1_1EE13,SL,15,Snyders Landing,2011,311,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.77803333,39.465,261009.508,4372064.387,159:159,391:394,168:180,202:202,319:322,154:157,184:184,230:233,266:271,187:187,159,159,391,394,168,180,202,202,319,322,154,157,184,184,230,233,266,271,187,187
SL_14,E1_1EE14,SL,15,Snyders Landing,2011,312,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.77791667,39.46493333,261019.3174,4372056.676,159:159,379:391,168:180,202:202,325:325,154:157,178:184,224:230,271:271,187:187,159,159,379,391,168,180,202,202,325,325,154,157,178,184,224,230,271,271,187,187
SL_15,E1_1EE15,SL,15,Snyders Landing,2011,313,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.77876667,39.46543333,260947.8941,4372114.435,159:159,391:391,168:180,202:202,322:322,154:157,181:184,230:233,271:271,187:187,159,159,391,391,168,180,202,202,322,322,154,157,181,184,230,233,271,271,187,187
SL_16,E1_1EE16,SL,15,Snyders Landing,2011,314,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.7789,39.46546667,260936.5364,4372118.49,159:159,376:391,168:180,202:202,319:325,,178:190,230:233,271:271,187:187,159,159,376,391,168,180,202,202,319,325,,,178,190,230,233,271,271,187,187
SL_17,E1_1EE17,SL,15,Snyders Landing,2011,315,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.77896667,39.46545,260930.743,4372116.816,159:159,376:376,168:171,202:202,325:325,151:157,187:187,233:233,271:271,187:187,159,159,376,376,168,171,202,202,325,325,151,157,187,187,233,233,271,271,187,187
SL_18,E1_1EE18,SL,15,Snyders Landing,2011,316,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.77918333,39.46551667,260912.3296,4372124.792,159:159,376:391,168:168,202:202,319:322,151:154,178:190,224:230,271:271,187:187,159,159,376,391,168,168,202,202,319,322,151,154,178,190,224,230,271,271,187,187
SL_19,E1_1EE19,SL,15,Snyders Landing,2011,317,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.77915,39.46555,260915.3115,4372128.403,159:159,376:394,168:180,202:202,325:325,151:154,181:184,230:233,263:271,187:187,159,159,376,394,168,180,202,202,325,325,151,154,181,184,230,233,263,271,187,187
SL_20,E1_1EE20,SL,15,Snyders Landing,2011,318,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.77931667,39.46558333,260901.0852,4372132.546,159:159,391:394,168:180,202:202,325:325,151:157,181:190,224:230,263:271,187:187,159,159,391,394,168,180,202,202,325,325,151,157,181,190,224,230,263,271,187,187
SL_21,E1_1EE21,SL,15,Snyders Landing,2011,319,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.77936667,39.46545,260896.3265,4372117.878,159:159,376:391,168:180,202:202,319:325,151:157,184:190,230:233,271:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,230,233,271,271,187,187
SL_22,E1_1EE22,SL,15,Snyders Landing,2011,320,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.7794,39.46551667,260893.6871,4372125.367,159:159,391:391,168:180,202:202,319:322,151:154,178:190,230:233,266:271,,159,159,391,391,168,180,202,202,319,322,151,154,178,190,230,233,266,271,,
SL_24,E1_1EE24,SL,15,Snyders Landing,2011,321,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.77963333,39.46538333,260873.1544,4372111.185,159:159,376:391,168:168,202:202,322:325,151:154,181:181,230:233,263:271,187:187,159,159,376,391,168,168,202,202,322,325,151,154,181,181,230,233,263,271,187,187
SL_25,E1_1EE25,SL,15,Snyders Landing,2011,322,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.77955,39.46573333,260881.5231,4372149.816,159:159,391:394,168:168,202:202,325:325,151:154,178:184,224:230,271:271,187:187,159,159,391,394,168,168,202,202,325,325,151,154,178,184,224,230,271,271,187,187
SL_26,E1_1EE26,SL,15,Snyders Landing,2011,323,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.77985,39.4657,260855.5967,4372146.913,159:159,376:391,168:180,202:202,322:325,151:157,178:184,233:233,266:277,187:187,159,159,376,391,168,180,202,202,322,325,151,157,178,184,233,233,266,277,187,187
SL_27,E1_1EE27,SL,15,Snyders Landing,2011,324,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.77973333,39.4658,260865.9777,4372157.704,159:159,376:391,162:168,202:202,319:325,151:157,184:190,224:230,271:271,187:187,159,159,376,391,162,168,202,202,319,325,151,157,184,190,224,230,271,271,187,187
SL_28,E1_1EE28,SL,15,Snyders Landing,2011,325,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.77981667,39.4658,260858.807,4372157.925,159:159,376:391,168:177,202:202,322:325,151:157,178:181,233:233,266:271,187:187,159,159,376,391,168,177,202,202,322,325,151,157,178,181,233,233,266,271,187,187
SL_29,E1_1EE29,SL,15,Snyders Landing,2011,326,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.77981667,39.4659,260859.1496,4372169.025,159:159,388:394,168:168,202:202,319:319,154:154,178:178,230:233,271:271,184:187,159,159,388,394,168,168,202,202,319,319,154,154,178,178,230,233,271,271,184,187
SL_30,E1_1EE30,SL,15,Snyders Landing,2011,327,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.78008333,39.46591667,260836.2631,4372171.584,159:159,376:376,168:180,202:202,325:325,157:157,178:190,224:233,263:271,187:187,159,159,376,376,168,180,202,202,325,325,157,157,178,190,224,233,263,271,187,187
AC_02,F1_1F02,AC,16,Antietam Creek,2011,328,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.74815,39.41996667,263428.2717,4366986.615,159:159,391:391,168:180,202:204,319:325,151:157,184:193,224:236,263:271,187:187,159,159,391,391,168,180,202,204,319,325,151,157,184,193,224,236,263,271,187,187
AC_04,F1_1F04,AC,16,Antietam Creek,2011,329,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.74803333,39.41975,263437.5835,4366962.257,159:159,391:394,168:168,202:202,319:325,151:157,184:184,233:233,271:271,187:187,159,159,391,394,168,168,202,202,319,325,151,157,184,184,233,233,271,271,187,187
AC_07,F1_1F07,AC,16,Antietam Creek,2011,330,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.74753333,39.41903333,263478.2078,4366881.392,159:159,376:391,168:180,202:202,319:325,151:157,184:190,224:230,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,224,230,263,271,187,187
AC_08,F1_1F08,AC,16,Antietam Creek,2011,331,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.74738333,39.4187,263489.995,4366843.998,159:159,376:391,168:180,202:202,322:328,157:157,184:184,233:233,266:271,187:187,159,159,376,391,168,180,202,202,322,328,157,157,184,184,233,233,266,271,187,187
AC_09,F1_1F09,AC,16,Antietam Creek,2011,332,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.74721667,39.41838333,263503.2732,4366808.409,159:159,376:391,168:180,202:202,319:325,151:157,184:190,227:233,263:271,187:187,159,159,376,391,168,180,202,202,319,325,151,157,184,190,227,233,263,271,187,187
AC_10,F1_1F10,AC,16,Antietam Creek,2011,333,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.7465,39.41745,263561.8217,4366702.926,159:159,391:391,168:180,202:202,319:322,,181:184,224:230,266:271,187:187,159,159,391,391,168,180,202,202,319,322,,,181,184,224,230,266,271,187,187
AC_14,F1_1F14,AC,16,Antietam Creek,2011,334,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.7458,39.41623333,263617.9789,4366566.035,159:159,376:394,168:168,202:202,322:322,151:154,184:190,230:230,266:271,187:187,159,159,376,394,168,168,202,202,322,322,151,154,184,190,230,230,266,271,187,187
AC_18,F1_1F18,AC,16,Antietam Creek,2011,335,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.74521667,39.41483333,263663.4731,4366409.1,159:159,391:394,168:168,202:202,322:325,154:157,178:178,230:236,263:266,187:187,159,159,391,394,168,168,202,202,322,325,154,157,178,178,230,236,263,266,187,187
BWK1_03,BK_BWK103,BWK1,17,Brunswick Up River,2007,337,NonTidal,AA,"Neel,Marsden,Tumas,Lloyd,Widemeyer",-77.615918,39.306448,274447.7839,4354047.293,159:159,391:391,168:180,202:202,322:325,157:157,178:184,224:230,263:266,187:187,159,159,391,391,168,180,202,202,322,325,157,157,178,184,224,230,263,266,187,187
